DateTime,Open,High ,Low ,Close,States,MACD,SIGNAL,UP 2 sigma,MID 2 sigma,LOW 2 sigma,Up 3 sigma,MID 3 SIGMA,LOW 3 sigma,,
2/20/2018 7:56,157.9499969,157.9600067,157.9499969,157.9499969,1,-0.022130527,-0.022498292,158.0027257,157.9720001,157.9412745,158.0180885,157.9720001,157.9259117,,
2/20/2018 7:57,157.9499969,157.9600067,157.9499969,157.9600067,1,-0.021693447,-0.020806173,158.0027257,157.9720001,157.9412745,158.0180885,157.9720001,157.9259117,,
2/20/2018 7:58,157.9600067,157.9700012,157.9499969,157.9499969,2,-0.021902286,-0.019427007,158.0034678,157.9699997,157.9365316,158.0202018,157.9699997,157.9197976,,
2/20/2018 7:59,157.9600067,157.9799957,157.9600067,157.9700012,3,-0.020220525,-0.017849458,158.0034678,157.9699997,157.9365316,158.0202018,157.9699997,157.9197976,,
2/20/2018 8:00,157.9700012,157.9900055,157.9600067,157.9799957,3,-0.01787519,-0.016190084,158.0034678,157.9699997,157.9365316,158.0202018,157.9699997,157.9197976,,
2/20/2018 8:01,157.9900055,158,157.9900055,158,5,-0.014238189,-0.014362606,158.0034678,157.9699997,157.9365316,158.0202018,157.9699997,157.9197976,,
2/20/2018 8:02,158,158.0099945,157.9700012,157.9700012,1,-0.013619493,-0.012913319,157.9987241,157.9679993,157.9372745,158.0140865,157.9679993,157.9219121,,
2/20/2018 8:03,157.9799957,157.9799957,157.9499969,157.9499969,1,-0.014575334,-0.012279515,157.9963057,157.9649994,157.9336931,158.0119588,157.9649994,157.91804,,
2/20/2018 8:04,157.9600067,157.9700012,157.9499969,157.9700012,1,-0.01356233,-0.012028996,157.9963057,157.9649994,157.9336931,158.0119588,157.9649994,157.91804,,
2/20/2018 8:05,157.9600067,157.9799957,157.9499969,157.9700012,3,-0.012614108,-0.011764396,157.9967329,157.9669998,157.9372668,158.0115994,157.9669998,157.9224002,,
2/20/2018 8:06,157.9700012,157.9799957,157.9600067,157.9700012,3,-0.01172745,-0.011398837,157.9964959,157.9690002,157.9415046,158.0102437,157.9690002,157.9277567,,
2/20/2018 8:07,157.9700012,157.9700012,157.8999939,157.9100037,1,-0.015685258,-0.011157546,158.0088985,157.9639999,157.9191013,158.0313478,157.9639999,157.896652,,
2/20/2018 8:08,157.9100037,157.9199982,157.8999939,157.9100037,1,-0.018607355,-0.01101567,158.0151342,157.9600006,157.904867,158.042701,157.9600006,157.8773002,,
2/20/2018 8:09,157.9100037,157.9400024,157.9100037,157.9400024,3,-0.018291633,-0.010927932,158.0128906,157.9570007,157.9011108,158.0408356,157.9570007,157.8731659,,
2/20/2018 8:10,157.9299927,157.9499969,157.9299927,157.9400024,3,-0.017835821,-0.010485917,158.0074419,157.9530014,157.8985609,158.0346622,157.9530014,157.8713406,,
2/20/2018 8:11,157.9400024,157.9600067,157.9400024,157.9600067,4,-0.015679664,-0.009991239,157.9941227,157.9490021,157.9038814,158.0166831,157.9490021,157.8813211,,
2/20/2018 8:12,157.9600067,157.9600067,157.9400024,157.9400024,3,-0.015407463,-0.009877412,157.9890822,157.9460022,157.9029222,158.0106223,157.9460022,157.8813821,,
2/20/2018 8:13,157.9499969,157.9499969,157.9400024,157.9499969,3,-0.014221335,-0.010542737,157.9890822,157.9460022,157.9029222,158.0106223,157.9460022,157.8813821,,
2/20/2018 8:14,157.9499969,157.9700012,157.9400024,157.9600067,4,-0.012331465,-0.011164691,157.9862334,157.9450027,157.9037721,158.0068487,157.9450027,157.8831568,,
2/20/2018 8:15,157.9700012,157.9700012,157.9600067,157.9700012,4,-0.009912986,-0.01132885,157.9862334,157.9450027,157.9037721,158.0068487,157.9450027,157.8831568,,
2/20/2018 8:16,157.9799957,158,157.9799957,157.9799957,5,-0.007107915,-0.011293602,157.9899999,157.9460022,157.9020044,158.0119988,157.9460022,157.8800056,,
2/20/2018 8:17,157.9700012,157.9900055,157.9700012,157.9900055,4,-0.004030709,-0.010855118,157.9980018,157.9540024,157.910003,158.0200015,157.9540024,157.8880033,,
2/20/2018 8:18,157.9900055,157.9900055,157.9799957,157.9799957,4,-0.002372358,-0.010260758,157.9961569,157.9610016,157.9258462,158.0137346,157.9610016,157.9082685,,
2/20/2018 8:19,157.9799957,157.9799957,157.9700012,157.9700012,4,-0.001843327,-0.008708429,157.9964963,157.9640015,157.9315066,158.0127437,157.9640015,157.9152592,,
2/20/2018 8:20,157.9799957,157.9799957,157.9400024,157.9499969,3,-0.00300362,-0.006646133,157.9950007,157.9650009,157.9350011,158.0100006,157.9650009,157.9200012,,
2/20/2018 8:21,157.9499969,157.9799957,157.9499969,157.9700012,4,-0.00228267,-0.004650195,157.9959339,157.9660004,157.9360668,158.0109007,157.9660004,157.9211001,,
2/20/2018 8:22,157.9700012,157.9799957,157.9700012,157.9799957,4,-0.000894527,-0.00261765,157.9952985,157.9699997,157.9447009,158.0079479,157.9699997,157.9320515,,
2/20/2018 8:23,157.9700012,158,157.9700012,158,5,0.001799026,-0.0006327,158.0022026,157.975,157.9477974,158.0158039,157.975,157.9341961,,
2/20/2018 8:24,158,158.0200043,158,158.0200043,5,0.00548464,0.001750107,158.0172796,157.9809998,157.9447199,158.0354195,157.9809998,157.92658,,
2/20/2018 8:25,158.0099945,158.0200043,158.0099945,158.0099945,5,0.007511227,0.00434867,158.0242437,157.9849991,157.9457545,158.043866,157.9849991,157.9261322,,
2/20/2018 8:26,158.0099945,158.0200043,158,158.0200043,5,0.00981191,0.007119722,158.0332294,157.9889999,157.9447705,158.0553441,157.9889999,157.9226558,,
2/20/2018 8:27,158.0099945,158.0299988,158,158.0200043,5,0.011502623,0.010016069,158.0400035,157.9919998,157.9439962,158.0640053,157.9919998,157.9199944,,
2/20/2018 8:28,158.0099945,158.0299988,157.9799957,157.9799957,1,0.009504607,0.012256266,158.0400035,157.9919998,157.9439962,158.0640053,157.9919998,157.9199944,,
2/20/2018 8:29,157.9799957,157.9900055,157.9600067,157.9799957,1,0.007830895,0.013650834,158.0395226,157.9929993,157.946476,158.0627842,157.9929993,157.9232143,,
2/20/2018 8:30,157.9799957,158,157.9799957,158,3,0.008026124,0.014869133,158.0346647,157.9979996,157.9613345,158.0529972,157.9979996,157.9430019,,
2/20/2018 8:31,158,158.0299988,157.9900055,158.0200043,4,0.009683397,0.016292518,158.0365325,158.0029999,157.9694672,158.0532988,158.0029999,157.9527009,,
2/20/2018 8:32,158.0200043,158.0399933,158.0200043,158.0399933,5,0.012466044,0.018392764,158.0452788,158.0089996,157.9727205,158.0634184,158.0089996,157.9545809,,
2/20/2018 8:33,158.0299988,158.0399933,158.0299988,158.0299988,5,0.013706835,0.020149881,158.0497377,158.0119995,157.9742613,158.0686068,158.0119995,157.9553923,,
2/20/2018 8:34,158.0299988,158.0500031,158.0299988,158.0299988,5,0.014522761,0.021465919,158.0520391,158.012999,157.9739588,158.0715592,158.012999,157.9544388,,
2/20/2018 8:35,158.0299988,158.0500031,158.0200043,158.0399933,4,0.0157938,0.022416144,158.0581415,158.0159988,157.9738562,158.0792128,158.0159988,157.9527849,,
2/20/2018 8:36,158.0399933,158.0599976,158.0399933,158.0500031,5,0.017408143,0.022830146,158.0658613,158.0189987,157.9721361,158.0892926,158.0189987,157.9487048,,
2/20/2018 8:37,158.0500031,158.0700073,158.0500031,158.0500031,5,0.018474557,0.023135876,158.0724387,158.0219986,157.9715585,158.0976588,158.0219986,157.9463384,,
2/20/2018 8:38,158.0500031,158.0599976,158.0399933,158.0599976,4,0.019896813,0.023123976,158.0764753,158.0299988,157.9835222,158.0997136,158.0299988,157.960284,,
2/20/2018 8:39,158.0599976,158.0599976,158.0500031,158.0500031,3,0.01998709,0.022845158,158.0705252,158.0369995,158.0034738,158.0872881,158.0369995,157.9867109,,
2/20/2018 8:40,158.0500031,158.0500031,158.0399933,158.0500031,3,0.019830046,0.023096612,158.0653239,158.0419998,158.0186757,158.0769859,158.0419998,158.0070137,,
2/20/2018 8:41,158.0399933,158.0399933,158.0200043,158.0299988,2,0.01788524,0.023669641,158.0631016,158.0429993,158.0228969,158.0731528,158.0429993,158.0128457,,
2/20/2018 8:42,158.0299988,158.0500031,158.0299988,158.0399933,3,0.016954994,0.024333098,158.0631016,158.0429993,158.0228969,158.0731528,158.0429993,158.0128457,,
2/20/2018 8:43,158.0399933,158.0700073,158.0399933,158.0599976,4,0.017628732,0.024992019,158.0663972,158.0459991,158.0256011,158.0765962,158.0459991,158.0154021,,
2/20/2018 8:44,158.0599976,158.0700073,158.0500031,158.0599976,4,0.017955692,0.025237161,158.0678686,158.048999,158.0301295,158.0773034,158.048999,158.0206947,,
2/20/2018 8:45,158.0500031,158.0599976,158.0500031,158.0599976,4,0.018007234,0.025240975,158.0698674,158.0509995,158.0321315,158.0793014,158.0509995,158.0226975,,
2/20/2018 8:46,158.0500031,158.0800018,158.0500031,158.0800018,5,0.019438188,0.025077373,158.079613,158.0539993,158.0283856,158.0924198,158.0539993,158.0155788,,
2/20/2018 8:47,158.0700073,158.0800018,158.0599976,158.0599976,4,0.018742005,0.024587616,158.0806906,158.0549988,158.029307,158.0935365,158.0549988,158.0164611,,
2/20/2018 8:48,158.0500031,158.0700073,158.0500031,158.0500031,3,0.017185696,0.023657292,158.079613,158.0539993,158.0283856,158.0924198,158.0539993,158.0155788,,
2/20/2018 8:49,158.0500031,158.0599976,158.0399933,158.0599976,3,0.0165678,0.022618089,158.0806906,158.0549988,158.029307,158.0935365,158.0549988,158.0164611,,
2/20/2018 8:50,158.0500031,158.0599976,158.0500031,158.0599976,3,0.015894887,0.021479086,158.0816124,158.0559982,158.0303841,158.0944195,158.0559982,158.017577,,
2/20/2018 8:51,158.0700073,158.0700073,158.0599976,158.0700073,4,0.015985037,0.020439651,158.0800034,158.0599991,158.0399948,158.0900055,158.0599991,158.0299927,,
2/20/2018 8:52,158.0700073,158.0800018,158.0399933,158.0399933,1,0.013479219,0.019287512,158.0800034,158.0599991,158.0399948,158.0900055,158.0599991,158.0299927,,
2/20/2018 8:53,158.0500031,158.0500031,158.0399933,158.0399933,1,0.011362363,0.018378614,158.081328,158.0579987,158.0346693,158.0929926,158.0579987,158.0230047,,
2/20/2018 8:54,158.0399933,158.0599976,158.0399933,158.0500031,2,0.010372871,0.017279807,158.0807528,158.0569992,158.0332456,158.0926297,158.0569992,158.0213688,,
2/20/2018 8:55,158.0500031,158.0599976,158.0399933,158.0599976,3,0.010276701,0.015785363,158.0807528,158.0569992,158.0332456,158.0926297,158.0569992,158.0213688,,
2/20/2018 8:56,158.0700073,158.0700073,158.0399933,158.0500031,2,0.009286959,0.014038594,158.0723342,158.0539993,158.0356644,158.0815017,158.0539993,158.026497,,
2/20/2018 8:57,158.0500031,158.0599976,158.0500031,158.0599976,3,0.009202968,0.012333538,158.0723342,158.0539993,158.0356644,158.0815017,158.0539993,158.026497,,
2/20/2018 8:58,158.0700073,158.0700073,158.0500031,158.0599976,3,0.009032286,0.010482209,158.0734426,158.0549988,158.0365549,158.0826646,158.0549988,158.027333,,
2/20/2018 8:59,158.0599976,158.0599976,158.0500031,158.0500031,2,0.007998346,0.008680692,158.0723342,158.0539993,158.0356644,158.0815017,158.0539993,158.026497,,
2/20/2018 9:00,158.0599976,158.0700073,158.0500031,158.0599976,3,0.007894412,0.007175294,158.0723342,158.0539993,158.0356644,158.0815017,158.0539993,158.026497,,
2/20/2018 9:01,158.0599976,158.0700073,158.0599976,158.0700073,4,0.008521518,0.005906928,158.0723342,158.0539993,158.0356644,158.0815017,158.0539993,158.026497,,
2/20/2018 9:02,158.0700073,158.1000061,158.0700073,158.1000061,5,0.011308794,0.005174405,158.0909891,158.0600006,158.0290121,158.1064834,158.0600006,158.0135178,,
2/20/2018 9:03,158.1000061,158.1300049,158.0899963,158.1300049,5,0.015756747,0.004972947,158.1183609,158.0690018,158.0196426,158.1430405,158.0690018,157.994963,,
2/20/2018 9:04,158.1399994,158.1399994,158.1300049,158.1300049,5,0.019062046,0.005773457,158.1363693,158.077002,158.0176346,158.166053,158.077002,157.9879509,,
2/20/2018 9:05,158.1399994,158.1399994,158.1199951,158.1399994,5,0.022231719,0.007388353,158.1538519,158.0850021,158.0161524,158.1882767,158.0850021,157.9817275,,
2/20/2018 9:06,158.1399994,158.1399994,158.1199951,158.1300049,4,0.023664446,0.009398235,158.1623161,158.0930023,158.0236886,158.196973,158.0930023,157.9890317,,
2/20/2018 9:07,158.1300049,158.1300049,158.1100006,158.1199951,4,0.023718773,0.011313821,158.1662042,158.0990021,158.0317999,158.1998053,158.0990021,157.9981988,,
2/20/2018 9:08,158.1300049,158.1399994,158.1100006,158.1199951,2,0.023491037,0.013397425,158.1677703,158.1050018,158.0422333,158.1991546,158.1050018,158.0108491,,
2/20/2018 9:09,158.1300049,158.1300049,158.1100006,158.1100006,1,0.022247625,0.015513053,158.161952,158.1110016,158.0600512,158.1874272,158.1110016,158.034576,,
2/20/2018 9:10,158.1100006,158.1300049,158.1000061,158.1000061,1,0.020222624,0.017564607,158.1542416,158.1150024,158.0757633,158.1738612,158.1150024,158.0561437,,
2/20/2018 9:11,158.1000061,158.1199951,158.1000061,158.1199951,2,0.020000194,0.019910865,158.1452976,158.1200012,158.0947048,158.1579458,158.1200012,158.0820566,,
2/20/2018 9:12,158.1100006,158.1100006,158.1000061,158.1000061,1,0.018003437,0.022300802,158.1452976,158.1200012,158.0947048,158.1579458,158.1200012,158.0820566,,
2/20/2018 9:13,158.1000061,158.1199951,158.1000061,158.1199951,3,0.017828425,0.024584361,158.1434107,158.1190002,158.0945898,158.1556159,158.1190002,158.0823846,,
2/20/2018 9:14,158.1199951,158.1199951,158.1000061,158.1000061,1,0.015893568,0.02602657,158.1416079,158.1160004,158.0903929,158.1544116,158.1160004,158.0775891,,
2/20/2018 9:15,158.1100006,158.1100006,158.1000061,158.1100006,2,0.014993814,0.026462293,158.1330944,158.1130005,158.0929066,158.1431413,158.1130005,158.0828597,,
2/20/2018 9:16,158.1000061,158.1199951,158.0899963,158.1100006,4,0.01411801,0.026092828,158.1276042,158.1110001,158.0943959,158.1359062,158.1110001,158.0860939,,
2/20/2018 9:17,158.1100006,158.1100006,158.0899963,158.0899963,1,0.011675166,0.024810111,158.1275909,158.1080002,158.0884094,158.1373863,158.1080002,158.078614,,
2/20/2018 9:18,158.0899963,158.0899963,158.0599976,158.0700073,1,0.008033642,0.0225531,158.1313506,158.1030014,158.0746522,158.1455252,158.1030014,158.0604776,,
2/20/2018 9:19,158.0700073,158.0800018,158.0599976,158.0700073,1,0.005089044,0.019683485,158.1329954,158.0990021,158.0650087,158.1499921,158.0990021,158.048012,,
2/20/2018 9:20,158.0800018,158.0899963,158.0700073,158.0800018,3,0.003521311,0.016490478,158.1328282,158.0970016,158.0611751,158.1507415,158.0970016,158.0432618,,
2/20/2018 9:21,158.0899963,158.0899963,158.0700073,158.0700073,2,0.001455619,0.013192519,158.1275499,158.0920029,158.0564559,158.1453233,158.0920029,158.0386824,,
2/20/2018 9:22,158.0800018,158.0800018,158.0700073,158.0800018,3,0.000617894,0.009989988,158.1257735,158.0900024,158.0542314,158.1436591,158.0900024,158.0363458,,
2/20/2018 9:23,158.0899963,158.0899963,158.0599976,158.0599976,1,-0.001641268,0.006428004,158.1177054,158.0840027,158.0502999,158.1345568,158.0840027,158.0334486,,
2/20/2018 9:24,158.0700073,158.0700073,158.0599976,158.0700073,3,-0.002594063,0.003001438,158.1138019,158.0810028,158.0482037,158.1302015,158.0810028,158.0318041,,
2/20/2018 9:25,158.0800018,158.0800018,158.0599976,158.0599976,1,-0.004109492,-0.000816654,158.1045666,158.0760025,158.0474384,158.1188487,158.0760025,158.0331563,,
2/20/2018 9:26,158.0599976,158.0599976,158.0500031,158.0500031,1,-0.006047245,-0.004627631,158.0919108,158.0700027,158.0480947,158.1028648,158.0700027,158.0371407,,
2/20/2018 9:27,158.0599976,158.0700073,158.0399933,158.0500031,3,-0.007496513,-0.008522494,158.0864015,158.0660034,158.0456054,158.0966005,158.0660034,158.0354064,,
2/20/2018 9:28,158.0500031,158.0599976,158.0500031,158.0500031,3,-0.00854655,-0.012253704,158.0862755,158.064003,158.0417305,158.0974118,158.064003,158.0305942,,
2/20/2018 9:29,158.0500031,158.0700073,158.0399933,158.0399933,1,-0.010070331,-0.015379659,158.0870054,158.0610016,158.0349978,158.1000073,158.0610016,158.0219959,,
2/20/2018 9:30,158.0399933,158.0599976,158.0399933,158.0500031,3,-0.010350915,-0.017598429,158.0813295,158.0580017,158.034674,158.0929933,158.0580017,158.0230101,,
2/20/2018 9:31,158.0500031,158.0500031,158.0299988,158.0399933,1,-0.011251286,-0.019104402,158.079088,158.0550003,158.0309126,158.0911319,158.0550003,158.0188688,,
2/20/2018 9:32,158.0399933,158.0500031,158.0299988,158.0299988,1,-0.012625769,-0.020373286,158.0719136,158.05,158.0280864,158.0828704,158.05,158.0171296,,
2/20/2018 9:33,158.0299988,158.0399933,158.0200043,158.0299988,1,-0.013558759,-0.021362923,158.070754,158.0470001,158.0232462,158.082631,158.0470001,158.0113693,,
2/20/2018 9:34,158.0200043,158.0200043,157.9900055,158,1,-0.016528283,-0.022564957,158.0722496,158.0399994,158.0077491,158.0883748,158.0399994,157.991624,,
2/20/2018 9:35,158,158.0099945,158,158.0099945,1,-0.017869194,-0.023590691,158.0687661,158.0349991,158.0012321,158.0856496,158.0349991,157.9843485,,
2/20/2018 9:36,158.0200043,158.0299988,158.0099945,158.0299988,3,-0.017120346,-0.024539569,158.0653121,158.0329987,158.0006852,158.0814688,158.0329987,157.9845285,,
2/20/2018 9:37,158.0299988,158.0399933,158.0299988,158.0399933,3,-0.015541255,-0.025016678,158.0627233,158.0319977,158.0012721,158.0780861,158.0319977,157.9859093,,
2/20/2018 9:38,158.0399933,158.0399933,158.0299988,158.0399933,3,-0.014126967,-0.025103557,158.0599095,158.0309967,158.0020839,158.0743659,158.0309967,157.9876275,,
2/20/2018 9:39,158.0399933,158.0500031,158.0399933,158.0500031,4,-0.012059416,-0.02463466,158.0627233,158.0319977,158.0012721,158.0780861,158.0319977,157.9859093,,
2/20/2018 9:40,158.0399933,158.0800018,158.0399933,158.0700073,5,-0.008706328,-0.023695377,158.0710962,158.0339981,157.9969,158.0896453,158.0339981,157.9783509,,
2/20/2018 9:41,158.0700073,158.0800018,158.0700073,158.0700073,5,-0.005980048,-0.022136077,158.0799475,158.0369995,157.9940516,158.1014214,158.0369995,157.9725776,,
2/20/2018 9:42,158.0800018,158.1100006,158.0800018,158.1000061,5,-0.001382859,-0.019978372,158.1007172,158.0440002,157.9872833,158.1290757,158.0440002,157.9589248,,
2/20/2018 9:43,158.1000061,158.1399994,158.0899963,158.1300049,5,0.004627751,-0.017059772,158.1294798,158.0540009,157.9785219,158.1672192,158.0540009,157.9407825,,
2/20/2018 9:44,158.1399994,158.1399994,158.1199951,158.1300049,5,0.00928418,-0.013519644,158.1455203,158.0670013,157.9884824,158.1847798,158.0670013,157.9492229,,
