2018-02-01,09:56:07.667687050,158.38999939,buy,8,FGBLH8,1,MACD,Limit
2018-02-01,10:36:13.432816435,158.440002441,sell,8,FGBLH8,2,MACD,Limit
2018-02-01,11:11:02.678498869,158.380004883,buy,8,FGBLH8,2,MACD,Limit
2018-02-01,12:01:12.503303923,158.36000061,sell,8,FGBLH8,2,MACD,Limit
2018-02-01,13:11:16.380953511,158.350006104,buy,8,FGBLH8,2,MACD,Limit
2018-02-01,13:36:05.518258464,158.5,sell,8,FGBLH8,2,MACD,Limit
2018-02-01,14:36:35.940521266,158.570007324,buy,8,FGBLH8,2,MACD,Limit
2018-02-01,15:21:05.333477789,158.63999939,sell,8,FGBLH8,2,MACD,Limit
2018-02-01,16:01:02.462341693,158.630004883,buy,8,FGBLH8,2,MACD,Limit
2018-02-01,16:56:02.792627803,158.460006714,sell,8,FGBLH8,2,MACD,Limit
2018-02-01,17:01:02.394932027,158.36000061,buy,8,FGBLH8,2,MACD,Limit
2018-02-01,17:26:01.105126158,158.410003662,sell,8,FGBLH8,2,MACD,Market
2018-02-01,18:00:58.275201874,158.300003052,buy,8,FGBLH8,1,MACD,Market
2018-02-02,07:07:23.495715864,158.210006714,sell,8,FGBLH8,1,MACD,Limit
2018-02-02,07:57:05.988159998,158.289993286,buy,8,FGBLH8,2,MACD,Limit
2018-02-02,08:57:49.761457931,158.13999939,sell,8,FGBLH8,2,MACD,Limit
2018-02-02,10:02:03.890583268,158.13999939,buy,8,FGBLH8,2,MACD,Limit
2018-02-02,10:37:02.140869699,158.11000061,sell,8,FGBLH8,2,MACD,Limit
2018-02-02,11:22:03.515845768,158.169998169,buy,8,FGBLH8,2,MACD,Limit
2018-02-02,11:57:22.489333445,158.220001221,sell,8,FGBLH8,2,MACD,Limit
2018-02-02,12:12:19.571790153,158.210006714,buy,8,FGBLH8,2,MACD,Limit
2018-02-02,12:49:31.318697808,158.270004272,sell,8,FGBLH8,2,MACD,Limit
2018-02-02,13:24:26.382428974,158.220001221,buy,8,FGBLH8,2,MACD,Limit
2018-02-02,14:07:06.242612384,158.020004272,sell,8,FGBLH8,2,MACD,Limit
2018-02-02,15:01:24.377281480,157.940002441,buy,8,FGBLH8,2,MACD,Limit
2018-02-02,15:38:11.729210766,157.929992676,sell,8,FGBLH8,2,MACD,Limit
2018-02-02,16:22:02.342606000,157.88999939,buy,8,FGBLH8,2,MACD,Limit
2018-02-02,17:17:00.239642105,157.830001831,sell,8,FGBLH8,2,MACD,Market
2018-02-02,18:01:59.663085533,157.940002441,buy,8,FGBLH8,1,MACD,Market
2018-02-05,07:07:27.818354620,157.710006714,buy,8,FGBLH8,1,MACD,Limit
2018-02-05,07:47:11.327014885,157.820007324,sell,8,FGBLH8,2,MACD,Limit
2018-02-05,09:16:34.315442505,158.199996948,buy,8,FGBLH8,2,MACD,Limit
2018-02-05,10:27:00.856945996,158.179992676,sell,8,FGBLH8,2,MACD,Limit
2018-02-05,10:32:53.795430993,158.13999939,buy,8,FGBLH8,2,MACD,Limit
2018-02-05,11:13:24.000096929,158.130004883,sell,8,FGBLH8,2,MACD,Limit
2018-02-05,11:31:38.247075426,158.089996338,buy,8,FGBLH8,2,MACD,Limit
2018-02-05,11:51:49.275663243,158.190002441,sell,8,FGBLH8,2,MACD,Limit
2018-02-05,13:20:29.560362210,158.309997559,buy,8,FGBLH8,2,MACD,Limit
2018-02-05,14:02:09.169423481,158.339996338,sell,8,FGBLH8,2,MACD,Limit
2018-02-05,14:36:00.543678629,158.300003052,buy,8,FGBLH8,2,MACD,Limit
2018-02-05,15:35:59.816827230,158.130004883,sell,8,FGBLH8,2,MACD,Limit
2018-02-05,17:36:11.540740265,158.339996338,buy,8,FGBLH8,2,MACD,Market
2018-02-05,18:00:59.510652825,158.330001831,sell,8,FGBLH8,1,MACD,Market
2018-02-06,07:26:02.249683354,158.619995117,sell,8,FGBLH8,1,MACD,Limit
